ReportDt|Unit|Power
10/31/2019|North Anna 2|100
10/31/2019|Oconee 1|100
10/31/2019|Oconee 2|84
10/31/2019|Oconee 3|100
10/31/2019|Palisades|100
10/31/2019|Palo Verde 1|100
10/31/2019|Palo Verde 2|100
10/31/2019|Palo Verde 3|0
10/31/2019|Peach Bottom 2|100
10/31/2019|Peach Bottom 3|0
10/31/2019|Perry 1|100
10/31/2019|Point Beach 1|100
10/31/2019|Point Beach 2|100
10/31/2019|Prairie Island 1|100
10/31/2019|Prairie Island 2|100
10/31/2019|Quad Cities 1|100
10/31/2019|Quad Cities 2|100
10/31/2019|River Bend Station 1|100
10/31/2019|Robinson 2|100
10/31/2019|Saint Lucie 1|0
10/31/2019|Saint Lucie 2|100
10/31/2019|Salem 1|100
10/31/2019|Salem 2|100
10/31/2019|Seabrook 1|100
10/31/2019|Sequoyah 1|0
10/31/2019|Sequoyah 2|100
10/31/2019|South Texas 1|100
10/31/2019|South Texas 2|0
10/31/2019|Summer|100
10/31/2019|Surry 1|0
10/31/2019|Surry 2|100
10/31/2019|Susquehanna 1|100
10/31/2019|Susquehanna 2|100
10/31/2019|Three Mile Island 1|0
10/31/2019|Turkey Point 3|100
10/31/2019|Turkey Point 4|100
10/31/2019|Vogtle 1|100
10/31/2019|Vogtle 2|100
10/31/2019|Waterford 3|100
10/31/2019|Watts Bar 1|100
10/31/2019|Watts Bar 2|100
10/31/2019|Wolf Creek 1|0
10/30/2019|Arkansas Nuclear 1|0
10/30/2019|Arkansas Nuclear 2|100
10/30/2019|Beaver Valley 1|0
10/30/2019|Beaver Valley 2|100
10/30/2019|Braidwood 1|100
10/30/2019|Braidwood 2|100
10/30/2019|Browns Ferry 1|100
10/30/2019|Browns Ferry 2|100
10/30/2019|Browns Ferry 3|100
10/30/2019|Brunswick 1|100
10/30/2019|Brunswick 2|100
10/30/2019|Byron 1|100
10/30/2019|Byron 2|100
10/30/2019|Callaway|100
10/30/2019|Calvert Cliffs 1|100
10/30/2019|Calvert Cliffs 2|100
10/30/2019|Catawba 1|100
10/30/2019|Catawba 2|100
10/30/2019|Clinton|98
10/30/2019|Columbia Generating Station|100
10/30/2019|Comanche Peak 1|100
10/30/2019|Comanche Peak 2|100
10/30/2019|Cooper|100
10/30/2019|D.C. Cook 1|100
10/30/2019|D.C. Cook 2|0
10/30/2019|Davis-Besse|100
10/30/2019|Diablo Canyon 1|100
10/30/2019|Diablo Canyon 2|0
10/30/2019|Dresden 2|0
10/30/2019|Dresden 3|100
10/30/2019|Duane Arnold|100
10/30/2019|Farley 1|99
10/30/2019|Farley 2|100
10/30/2019|Fermi 2|100
10/30/2019|FitzPatrick|100
10/30/2019|Ginna|100
10/30/2019|Grand Gulf 1|100
10/30/2019|Harris 1|0
10/30/2019|Hatch 1|100
10/30/2019|Hatch 2|100
10/30/2019|Hope Creek 1|0
10/30/2019|Indian Point 2|100
10/30/2019|Indian Point 3|100
10/30/2019|LaSalle 1|100
10/30/2019|LaSalle 2|100
10/30/2019|Limerick 1|99
10/30/2019|Limerick 2|100
10/30/2019|McGuire 1|100
10/30/2019|McGuire 2|100
10/30/2019|Millstone 2|100
10/30/2019|Millstone 3|100
10/30/2019|Monticello|100
10/30/2019|Nine Mile Point 1|100
10/30/2019|Nine Mile Point 2|100
10/30/2019|North Anna 1|100
10/30/2019|North Anna 2|100
10/30/2019|Oconee 1|100
10/30/2019|Oconee 2|85
10/30/2019|Oconee 3|100
10/30/2019|Palisades|100
10/30/2019|Palo Verde 1|100
10/30/2019|Palo Verde 2|100
10/30/2019|Palo Verde 3|0
10/30/2019|Peach Bottom 2|100
10/30/2019|Peach Bottom 3|0
10/30/2019|Perry 1|100
10/30/2019|Point Beach 1|100
10/30/2019|Point Beach 2|100
10/30/2019|Prairie Island 1|100
10/30/2019|Prairie Island 2|68
10/30/2019|Quad Cities 1|100
10/30/2019|Quad Cities 2|100
10/30/2019|River Bend Station 1|100
10/30/2019|Robinson 2|100
10/30/2019|Saint Lucie 1|0
10/30/2019|Saint Lucie 2|100
10/30/2019|Salem 1|100
10/30/2019|Salem 2|100
10/30/2019|Seabrook 1|100
10/30/2019|Sequoyah 1|0
10/30/2019|Sequoyah 2|100
10/30/2019|South Texas 1|100
10/30/2019|South Texas 2|0
10/30/2019|Summer|100
10/30/2019|Surry 1|0
10/30/2019|Surry 2|100
10/30/2019|Susquehanna 1|100
10/30/2019|Susquehanna 2|100
10/30/2019|Three Mile Island 1|0
10/30/2019|Turkey Point 3|100
10/30/2019|Turkey Point 4|100
10/30/2019|Vogtle 1|100
10/30/2019|Vogtle 2|100
10/30/2019|Waterford 3|100
10/30/2019|Watts Bar 1|100
10/30/2019|Watts Bar 2|100
10/30/2019|Wolf Creek 1|0
10/29/2019|Arkansas Nuclear 1|0
10/29/2019|Arkansas Nuclear 2|100
10/29/2019|Beaver Valley 1|0
10/29/2019|Beaver Valley 2|100
10/29/2019|Braidwood 1|100
10/29/2019|Braidwood 2|100
10/29/2019|Browns Ferry 1|100
10/29/2019|Browns Ferry 2|100
10/29/2019|Browns Ferry 3|100
10/29/2019|Brunswick 1|100
10/29/2019|Brunswick 2|100
10/29/2019|Byron 1|100
10/29/2019|Byron 2|100
10/29/2019|Callaway|100
10/29/2019|Calvert Cliffs 1|100
10/29/2019|Calvert Cliffs 2|100
10/29/2019|Catawba 1|100
10/29/2019|Catawba 2|100
10/29/2019|Clinton|98
10/29/2019|Columbia Generating Station|100
10/29/2019|Comanche Peak 1|100
10/29/2019|Comanche Peak 2|100
10/29/2019|Cooper|100
10/29/2019|D.C. Cook 1|100
10/29/2019|D.C. Cook 2|0
10/29/2019|Davis-Besse|100
10/29/2019|Diablo Canyon 1|100
10/29/2019|Diablo Canyon 2|0
10/29/2019|Dresden 2|0
10/29/2019|Dresden 3|100
10/29/2019|Duane Arnold|100
10/29/2019|Farley 1|92
10/29/2019|Farley 2|100
10/29/2019|Fermi 2|100
10/29/2019|FitzPatrick|100
10/29/2019|Ginna|100
10/29/2019|Grand Gulf 1|100
10/29/2019|Harris 1|0
10/29/2019|Hatch 1|100
10/29/2019|Hatch 2|100
10/29/2019|Hope Creek 1|0
10/29/2019|Indian Point 2|100
10/29/2019|Indian Point 3|100
10/29/2019|LaSalle 1|100
10/29/2019|LaSalle 2|100
10/29/2019|Limerick 1|99
10/29/2019|Limerick 2|100
10/29/2019|McGuire 1|100
10/29/2019|McGuire 2|100
10/29/2019|Millstone 2|100
10/29/2019|Millstone 3|100
10/29/2019|Monticello|100
10/29/2019|Nine Mile Point 1|100
10/29/2019|Nine Mile Point 2|100
10/29/2019|North Anna 1|100
10/29/2019|North Anna 2|100
10/29/2019|Oconee 1|100
10/29/2019|Oconee 2|86
10/29/2019|Oconee 3|100
10/29/2019|Palisades|100
10/29/2019|Palo Verde 1|100
10/29/2019|Palo Verde 2|100
10/29/2019|Palo Verde 3|0
10/29/2019|Peach Bottom 2|100
10/29/2019|Peach Bottom 3|0
10/29/2019|Perry 1|100
10/29/2019|Point Beach 1|100
10/29/2019|Point Beach 2|100
10/29/2019|Prairie Island 1|100
10/29/2019|Prairie Island 2|29
10/29/2019|Quad Cities 1|100
10/29/2019|Quad Cities 2|100
10/29/2019|River Bend Station 1|100
10/29/2019|Robinson 2|100
10/29/2019|Saint Lucie 1|0
10/29/2019|Saint Lucie 2|100
10/29/2019|Salem 1|100
10/29/2019|Salem 2|100
10/29/2019|Seabrook 1|100
10/29/2019|Sequoyah 1|0
10/29/2019|Sequoyah 2|100
10/29/2019|South Texas 1|100
10/29/2019|South Texas 2|0
10/29/2019|Summer|100
10/29/2019|Surry 1|0
10/29/2019|Surry 2|100
10/29/2019|Susquehanna 1|100
10/29/2019|Susquehanna 2|100
10/29/2019|Three Mile Island 1|0
10/29/2019|Turkey Point 3|100
10/29/2019|Turkey Point 4|100
10/29/2019|Vogtle 1|100
10/29/2019|Vogtle 2|100
10/29/2019|Waterford 3|100
10/29/2019|Watts Bar 1|100
10/29/2019|Watts Bar 2|100
10/29/2019|Wolf Creek 1|0
10/28/2019|Arkansas Nuclear 1|0
10/28/2019|Arkansas Nuclear 2|100
10/28/2019|Beaver Valley 1|0
10/28/2019|Beaver Valley 2|100
10/28/2019|Braidwood 1|100
10/28/2019|Braidwood 2|100
10/28/2019|Browns Ferry 1|100
10/28/2019|Browns Ferry 2|100
10/28/2019|Browns Ferry 3|100
10/28/2019|Brunswick 1|100
10/28/2019|Brunswick 2|100
10/28/2019|Byron 1|100
10/28/2019|Byron 2|100
10/28/2019|Callaway|100
10/28/2019|Calvert Cliffs 1|100
10/28/2019|Calvert Cliffs 2|100
10/28/2019|Catawba 1|100
10/28/2019|Catawba 2|100
10/28/2019|Clinton|99
10/28/2019|Columbia Generating Station|100
10/28/2019|Comanche Peak 1|100
10/28/2019|Comanche Peak 2|100
10/28/2019|Cooper|100
10/28/2019|D.C. Cook 1|100
10/28/2019|D.C. Cook 2|0
10/28/2019|Davis-Besse|100
10/28/2019|Diablo Canyon 1|100
10/28/2019|Diablo Canyon 2|0
10/28/2019|Dresden 2|0
10/28/2019|Dresden 3|100
10/28/2019|Duane Arnold|100
10/28/2019|Farley 1|68
10/28/2019|Farley 2|100
10/28/2019|Fermi 2|100
10/28/2019|FitzPatrick|100
10/28/2019|Ginna|100
10/28/2019|Grand Gulf 1|100
10/28/2019|Harris 1|0
10/28/2019|Hatch 1|100
10/28/2019|Hatch 2|100
10/28/2019|Hope Creek 1|0
10/28/2019|Indian Point 2|100
10/28/2019|Indian Point 3|100
10/28/2019|LaSalle 1|100
10/28/2019|LaSalle 2|100
10/28/2019|Limerick 1|99
10/28/2019|Limerick 2|100
10/28/2019|McGuire 1|100
10/28/2019|McGuire 2|100
10/28/2019|Millstone 2|100
10/28/2019|Millstone 3|100
10/28/2019|Monticello|100
10/28/2019|Nine Mile Point 1|100
10/28/2019|Nine Mile Point 2|100
10/28/2019|North Anna 1|100
10/28/2019|North Anna 2|100
10/28/2019|Oconee 1|100
10/28/2019|Oconee 2|87
10/28/2019|Oconee 3|100
10/28/2019|Palisades|100
10/28/2019|Palo Verde 1|100
10/28/2019|Palo Verde 2|100
10/28/2019|Palo Verde 3|0
10/28/2019|Peach Bottom 2|100
10/28/2019|Peach Bottom 3|0
10/28/2019|Perry 1|100
10/28/2019|Point Beach 1|100
10/28/2019|Point Beach 2|100
10/28/2019|Prairie Island 1|100
10/28/2019|Prairie Island 2|19
10/28/2019|Quad Cities 1|100
10/28/2019|Quad Cities 2|100
10/28/2019|River Bend Station 1|100
10/28/2019|Robinson 2|100
10/28/2019|Saint Lucie 1|0
10/28/2019|Saint Lucie 2|100
10/28/2019|Salem 1|100
10/28/2019|Salem 2|100
10/28/2019|Seabrook 1|100
10/28/2019|Sequoyah 1|0
10/28/2019|Sequoyah 2|100
10/28/2019|South Texas 1|100
10/28/2019|South Texas 2|0
10/28/2019|Summer|100
10/28/2019|Surry 1|0
10/28/2019|Surry 2|100
10/28/2019|Susquehanna 1|100
10/28/2019|Susquehanna 2|100
10/28/2019|Three Mile Island 1|0
10/28/2019|Turkey Point 3|100
10/28/2019|Turkey Point 4|100
10/28/2019|Vogtle 1|100
10/28/2019|Vogtle 2|100
10/28/2019|Waterford 3|100
10/28/2019|Watts Bar 1|100
10/28/2019|Watts Bar 2|100
10/28/2019|Wolf Creek 1|0
10/27/2019|Arkansas Nuclear 1|0
10/27/2019|Arkansas Nuclear 2|100
10/27/2019|Beaver Valley 1|0
10/27/2019|Beaver Valley 2|100
10/27/2019|Braidwood 1|98
10/27/2019|Braidwood 2|100
10/27/2019|Browns Ferry 1|100
10/27/2019|Browns Ferry 2|100
10/27/2019|Browns Ferry 3|100
10/27/2019|Brunswick 1|100
10/27/2019|Brunswick 2|100
10/27/2019|Byron 1|100
10/27/2019|Byron 2|100
10/27/2019|Callaway|100
10/27/2019|Calvert Cliffs 1|100
10/27/2019|Calvert Cliffs 2|100
10/27/2019|Catawba 1|100
10/27/2019|Catawba 2|100
10/27/2019|Clinton|98
10/27/2019|Columbia Generating Station|100
10/27/2019|Comanche Peak 1|100
10/27/2019|Comanche Peak 2|100
10/27/2019|Cooper|100
10/27/2019|D.C. Cook 1|100
10/27/2019|D.C. Cook 2|0
10/27/2019|Davis-Besse|100
10/27/2019|Diablo Canyon 1|100
10/27/2019|Diablo Canyon 2|0
10/27/2019|Dresden 2|74
10/27/2019|Dresden 3|100
10/27/2019|Duane Arnold|100
10/27/2019|Farley 1|60
10/27/2019|Farley 2|100
10/27/2019|Fermi 2|100
10/27/2019|FitzPatrick|100
10/27/2019|Ginna|100
10/27/2019|Grand Gulf 1|100
10/27/2019|Harris 1|0
10/27/2019|Hatch 1|100
10/27/2019|Hatch 2|100
10/27/2019|Hope Creek 1|0
10/27/2019|Indian Point 2|100
10/27/2019|Indian Point 3|100
10/27/2019|LaSalle 1|100
10/27/2019|LaSalle 2|100
10/27/2019|Limerick 1|100
10/27/2019|Limerick 2|100
10/27/2019|McGuire 1|100
10/27/2019|McGuire 2|100
10/27/2019|Millstone 2|100
10/27/2019|Millstone 3|100
10/27/2019|Monticello|100
10/27/2019|Nine Mile Point 1|100
10/27/2019|Nine Mile Point 2|100
10/27/2019|North Anna 1|100
10/27/2019|North Anna 2|100
10/27/2019|Oconee 1|100
10/27/2019|Oconee 2|87
10/27/2019|Oconee 3|100
10/27/2019|Palisades|100
10/27/2019|Palo Verde 1|100
10/27/2019|Palo Verde 2|100
10/27/2019|Palo Verde 3|0
10/27/2019|Peach Bottom 2|100
10/27/2019|Peach Bottom 3|0
10/27/2019|Perry 1|100
10/27/2019|Point Beach 1|100
10/27/2019|Point Beach 2|100
10/27/2019|Prairie Island 1|100
10/27/2019|Prairie Island 2|0
10/27/2019|Quad Cities 1|100
10/27/2019|Quad Cities 2|100
10/27/2019|River Bend Station 1|100
10/27/2019|Robinson 2|100
10/27/2019|Saint Lucie 1|0
10/27/2019|Saint Lucie 2|100
10/27/2019|Salem 1|100
10/27/2019|Salem 2|100
10/27/2019|Seabrook 1|100
10/27/2019|Sequoyah 1|0
10/27/2019|Sequoyah 2|100
10/27/2019|South Texas 1|100
10/27/2019|South Texas 2|0
10/27/2019|Summer|100
10/27/2019|Surry 1|0
10/27/2019|Surry 2|100
10/27/2019|Susquehanna 1|100
10/27/2019|Susquehanna 2|100
10/27/2019|Three Mile Island 1|0
10/27/2019|Turkey Point 3|100
10/27/2019|Turkey Point 4|100
10/27/2019|Vogtle 1|100
10/27/2019|Vogtle 2|100
10/27/2019|Waterford 3|100
10/27/2019|Watts Bar 1|100
10/27/2019|Watts Bar 2|100
10/27/2019|Wolf Creek 1|0
10/26/2019|Arkansas Nuclear 1|0
10/26/2019|Arkansas Nuclear 2|100
10/26/2019|Beaver Valley 1|0
10/26/2019|Beaver Valley 2|100
10/26/2019|Braidwood 1|98
10/26/2019|Braidwood 2|100
10/26/2019|Browns Ferry 1|100
10/26/2019|Browns Ferry 2|100
10/26/2019|Browns Ferry 3|100
10/26/2019|Brunswick 1|100
10/26/2019|Brunswick 2|100
10/26/2019|Byron 1|100
10/26/2019|Byron 2|100
10/26/2019|Callaway|100
10/26/2019|Calvert Cliffs 1|100
10/26/2019|Calvert Cliffs 2|100
10/26/2019|Catawba 1|100
10/26/2019|Catawba 2|100
10/26/2019|Clinton|98
10/26/2019|Columbia Generating Station|100
10/26/2019|Comanche Peak 1|100
10/26/2019|Comanche Peak 2|100
10/26/2019|Cooper|100
10/26/2019|D.C. Cook 1|100
10/26/2019|D.C. Cook 2|0
10/26/2019|Davis-Besse|100
10/26/2019|Diablo Canyon 1|100
10/26/2019|Diablo Canyon 2|0
10/26/2019|Dresden 2|76
10/26/2019|Dresden 3|100
10/26/2019|Duane Arnold|100
10/26/2019|Farley 1|48
10/26/2019|Farley 2|100
10/26/2019|Fermi 2|100
10/26/2019|FitzPatrick|100
10/26/2019|Ginna|100
10/26/2019|Grand Gulf 1|100
10/26/2019|Harris 1|0
10/26/2019|Hatch 1|100
10/26/2019|Hatch 2|100
10/26/2019|Hope Creek 1|0
10/26/2019|Indian Point 2|100
10/26/2019|Indian Point 3|100
10/26/2019|LaSalle 1|100
10/26/2019|LaSalle 2|100
10/26/2019|Limerick 1|100
10/26/2019|Limerick 2|100
10/26/2019|McGuire 1|100
10/26/2019|McGuire 2|100
10/26/2019|Millstone 2|100
10/26/2019|Millstone 3|100
10/26/2019|Monticello|100
10/26/2019|Nine Mile Point 1|100
10/26/2019|Nine Mile Point 2|84
10/26/2019|North Anna 1|100
10/26/2019|North Anna 2|100
10/26/2019|Oconee 1|100
10/26/2019|Oconee 2|88
10/26/2019|Oconee 3|100
10/26/2019|Palisades|100
10/26/2019|Palo Verde 1|100
10/26/2019|Palo Verde 2|100
10/26/2019|Palo Verde 3|0
10/26/2019|Peach Bottom 2|100
10/26/2019|Peach Bottom 3|0
10/26/2019|Perry 1|100
10/26/2019|Point Beach 1|100
10/26/2019|Point Beach 2|100
10/26/2019|Prairie Island 1|100
10/26/2019|Prairie Island 2|0
10/26/2019|Quad Cities 1|100
10/26/2019|Quad Cities 2|100
10/26/2019|River Bend Station 1|100
10/26/2019|Robinson 2|100
10/26/2019|Saint Lucie 1|0
10/26/2019|Saint Lucie 2|100
10/26/2019|Salem 1|100
10/26/2019|Salem 2|100
10/26/2019|Seabrook 1|100
10/26/2019|Sequoyah 1|0
10/26/2019|Sequoyah 2|75
10/26/2019|South Texas 1|100
10/26/2019|South Texas 2|0
10/26/2019|Summer|100
10/26/2019|Surry 1|0
10/26/2019|Surry 2|100
10/26/2019|Susquehanna 1|91
10/26/2019|Susquehanna 2|100
10/26/2019|Three Mile Island 1|0
10/26/2019|Turkey Point 3|100
10/26/2019|Turkey Point 4|100
10/26/2019|Vogtle 1|100
10/26/2019|Vogtle 2|100
10/26/2019|Waterford 3|100
10/26/2019|Watts Bar 1|100
10/26/2019|Watts Bar 2|100
10/26/2019|Wolf Creek 1|0
10/25/2019|Arkansas Nuclear 1|0
10/25/2019|Arkansas Nuclear 2|100
10/25/2019|Beaver Valley 1|0
10/25/2019|Beaver Valley 2|100
10/25/2019|Braidwood 1|98
10/25/2019|Braidwood 2|100
10/25/2019|Browns Ferry 1|100
10/25/2019|Browns Ferry 2|100
10/25/2019|Browns Ferry 3|100
10/25/2019|Brunswick 1|100
10/25/2019|Brunswick 2|100
10/25/2019|Byron 1|100
10/25/2019|Byron 2|100
10/25/2019|Callaway|100
10/25/2019|Calvert Cliffs 1|100
10/25/2019|Calvert Cliffs 2|100
10/25/2019|Catawba 1|100
10/25/2019|Catawba 2|100
10/25/2019|Clinton|98
10/25/2019|Columbia Generating Station|100
10/25/2019|Comanche Peak 1|100
10/25/2019|Comanche Peak 2|100
10/25/2019|Cooper|100
10/25/2019|D.C. Cook 1|100
10/25/2019|D.C. Cook 2|0
10/25/2019|Davis-Besse|100
10/25/2019|Diablo Canyon 1|100
10/25/2019|Diablo Canyon 2|0
10/25/2019|Dresden 2|75
10/25/2019|Dresden 3|100
10/25/2019|Duane Arnold|100
10/25/2019|Farley 1|48
10/25/2019|Farley 2|100
10/25/2019|Fermi 2|100
10/25/2019|FitzPatrick|100
10/25/2019|Ginna|100
10/25/2019|Grand Gulf 1|100
10/25/2019|Harris 1|0
10/25/2019|Hatch 1|100
10/25/2019|Hatch 2|100
10/25/2019|Hope Creek 1|0
10/25/2019|Indian Point 2|100
10/25/2019|Indian Point 3|100
10/25/2019|LaSalle 1|100
10/25/2019|LaSalle 2|100
10/25/2019|Limerick 1|100
10/25/2019|Limerick 2|100
10/25/2019|McGuire 1|100
10/25/2019|McGuire 2|100
10/25/2019|Millstone 2|100
10/25/2019|Millstone 3|100
10/25/2019|Monticello|100
10/25/2019|Nine Mile Point 1|100
10/25/2019|Nine Mile Point 2|100
10/25/2019|North Anna 1|100
10/25/2019|North Anna 2|100
10/25/2019|Oconee 1|100
10/25/2019|Oconee 2|89
10/25/2019|Oconee 3|100
10/25/2019|Palisades|100
10/25/2019|Palo Verde 1|100
10/25/2019|Palo Verde 2|100
10/25/2019|Palo Verde 3|0
10/25/2019|Peach Bottom 2|100
10/25/2019|Peach Bottom 3|0
10/25/2019|Perry 1|100
10/25/2019|Point Beach 1|100
10/25/2019|Point Beach 2|100
10/25/2019|Prairie Island 1|100
10/25/2019|Prairie Island 2|0
10/25/2019|Quad Cities 1|100
10/25/2019|Quad Cities 2|100
10/25/2019|River Bend Station 1|82
10/25/2019|Robinson 2|100
10/25/2019|Saint Lucie 1|0
10/25/2019|Saint Lucie 2|100
10/25/2019|Salem 1|100
10/25/2019|Salem 2|100
10/25/2019|Seabrook 1|100
10/25/2019|Sequoyah 1|0
10/25/2019|Sequoyah 2|75
10/25/2019|South Texas 1|100
10/25/2019|South Texas 2|0
10/25/2019|Summer|100
10/25/2019|Surry 1|0
10/25/2019|Surry 2|100
10/25/2019|Susquehanna 1|100
10/25/2019|Susquehanna 2|100
10/25/2019|Three Mile Island 1|0
10/25/2019|Turkey Point 3|100
10/25/2019|Turkey Point 4|100
10/25/2019|Vogtle 1|100
10/25/2019|Vogtle 2|100
10/25/2019|Waterford 3|100
10/25/2019|Watts Bar 1|100
10/25/2019|Watts Bar 2|100
10/25/2019|Wolf Creek 1|0
10/24/2019|Arkansas Nuclear 1|0
10/24/2019|Arkansas Nuclear 2|100
10/24/2019|Beaver Valley 1|0
10/24/2019|Beaver Valley 2|100
10/24/2019|Braidwood 1|83
10/24/2019|Braidwood 2|100
10/24/2019|Browns Ferry 1|100
10/24/2019|Browns Ferry 2|100
10/24/2019|Browns Ferry 3|100
10/24/2019|Brunswick 1|100
10/24/2019|Brunswick 2|100
10/24/2019|Byron 1|100
10/24/2019|Byron 2|100
10/24/2019|Callaway|100
10/24/2019|Calvert Cliffs 1|100
10/24/2019|Calvert Cliffs 2|100
10/24/2019|Catawba 1|100
10/24/2019|Catawba 2|100
10/24/2019|Clinton|98
10/24/2019|Columbia Generating Station|100
10/24/2019|Comanche Peak 1|100
10/24/2019|Comanche Peak 2|100
10/24/2019|Cooper|100
10/24/2019|D.C. Cook 1|100
10/24/2019|D.C. Cook 2|0
10/24/2019|Davis-Besse|100
10/24/2019|Diablo Canyon 1|100
10/24/2019|Diablo Canyon 2|0
10/24/2019|Dresden 2|75
10/24/2019|Dresden 3|100
10/24/2019|Duane Arnold|100
10/24/2019|Farley 1|1
10/24/2019|Farley 2|100
10/24/2019|Fermi 2|100
10/24/2019|FitzPatrick|100
10/24/2019|Ginna|100
10/24/2019|Grand Gulf 1|100
10/24/2019|Harris 1|0
10/24/2019|Hatch 1|100
10/24/2019|Hatch 2|100
10/24/2019|Hope Creek 1|0
10/24/2019|Indian Point 2|100
10/24/2019|Indian Point 3|100
10/24/2019|LaSalle 1|100
10/24/2019|LaSalle 2|100
10/24/2019|Limerick 1|100
10/24/2019|Limerick 2|100
10/24/2019|McGuire 1|100
10/24/2019|McGuire 2|100
10/24/2019|Millstone 2|100
10/24/2019|Millstone 3|100
10/24/2019|Monticello|100
10/24/2019|Nine Mile Point 1|100
10/24/2019|Nine Mile Point 2|40
10/24/2019|North Anna 1|100
10/24/2019|North Anna 2|100
10/24/2019|Oconee 1|100
10/24/2019|Oconee 2|90
10/24/2019|Oconee 3|100
10/24/2019|Palisades|100
10/24/2019|Palo Verde 1|100
10/24/2019|Palo Verde 2|100
10/24/2019|Palo Verde 3|0
10/24/2019|Peach Bottom 2|100
10/24/2019|Peach Bottom 3|0
10/24/2019|Perry 1|100
10/24/2019|Point Beach 1|58
10/24/2019|Point Beach 2|100
10/24/2019|Prairie Island 1|100
10/24/2019|Prairie Island 2|0
10/24/2019|Quad Cities 1|100
10/24/2019|Quad Cities 2|100
10/24/2019|River Bend Station 1|100
10/24/2019|Robinson 2|100
10/24/2019|Saint Lucie 1|0
10/24/2019|Saint Lucie 2|100
10/24/2019|Salem 1|100
10/24/2019|Salem 2|100
10/24/2019|Seabrook 1|100
10/24/2019|Sequoyah 1|0
10/24/2019|Sequoyah 2|100
10/24/2019|South Texas 1|100
10/24/2019|South Texas 2|0
10/24/2019|Summer|100
10/24/2019|Surry 1|0
10/24/2019|Surry 2|100
10/24/2019|Susquehanna 1|100
10/24/2019|Susquehanna 2|100
10/24/2019|Three Mile Island 1|0
10/24/2019|Turkey Point 3|100
10/24/2019|Turkey Point 4|100
10/24/2019|Vogtle 1|100
10/24/2019|Vogtle 2|100
10/24/2019|Waterford 3|100
10/24/2019|Watts Bar 1|98
10/24/2019|Watts Bar 2|100
10/24/2019|Wolf Creek 1|0
10/23/2019|Arkansas Nuclear 1|0
10/23/2019|Arkansas Nuclear 2|100
10/23/2019|Beaver Valley 1|0
10/23/2019|Beaver Valley 2|100
10/23/2019|Braidwood 1|46
10/23/2019|Braidwood 2|100
10/23/2019|Browns Ferry 1|100
10/23/2019|Browns Ferry 2|100
10/23/2019|Browns Ferry 3|100
10/23/2019|Brunswick 1|100
10/23/2019|Brunswick 2|100
10/23/2019|Byron 1|100
10/23/2019|Byron 2|100
10/23/2019|Callaway|100
10/23/2019|Calvert Cliffs 1|100
10/23/2019|Calvert Cliffs 2|100
10/23/2019|Catawba 1|100
10/23/2019|Catawba 2|100
10/23/2019|Clinton|94
10/23/2019|Columbia Generating Station|100
10/23/2019|Comanche Peak 1|100
10/23/2019|Comanche Peak 2|100
10/23/2019|Cooper|100
10/23/2019|D.C. Cook 1|100
10/23/2019|D.C. Cook 2|0
10/23/2019|Davis-Besse|100
10/23/2019|Diablo Canyon 1|100
10/23/2019|Diablo Canyon 2|0
10/23/2019|Dresden 2|76
10/23/2019|Dresden 3|100
10/23/2019|Duane Arnold|100
10/23/2019|Farley 1|0
10/23/2019|Farley 2|100
10/23/2019|Fermi 2|100
10/23/2019|FitzPatrick|100
10/23/2019|Ginna|100
10/23/2019|Grand Gulf 1|92
10/23/2019|Harris 1|0
10/23/2019|Hatch 1|100
10/23/2019|Hatch 2|100
10/23/2019|Hope Creek 1|0
10/23/2019|Indian Point 2|100
10/23/2019|Indian Point 3|100
10/23/2019|LaSalle 1|100
10/23/2019|LaSalle 2|100
10/23/2019|Limerick 1|100
10/23/2019|Limerick 2|100
10/23/2019|McGuire 1|100
10/23/2019|McGuire 2|100
10/23/2019|Millstone 2|100
10/23/2019|Millstone 3|100
10/23/2019|Monticello|100
10/23/2019|Nine Mile Point 1|100
10/23/2019|Nine Mile Point 2|100
10/23/2019|North Anna 1|100
10/23/2019|North Anna 2|100
10/23/2019|Oconee 1|100
10/23/2019|Oconee 2|90
10/23/2019|Oconee 3|100
10/23/2019|Palisades|100
10/23/2019|Palo Verde 1|100
10/23/2019|Palo Verde 2|100
10/23/2019|Palo Verde 3|0
10/23/2019|Peach Bottom 2|100
10/23/2019|Peach Bottom 3|0
10/23/2019|Perry 1|100
10/23/2019|Point Beach 1|100
10/23/2019|Point Beach 2|100
10/23/2019|Prairie Island 1|100
10/23/2019|Prairie Island 2|0
10/23/2019|Quad Cities 1|100
10/23/2019|Quad Cities 2|93
10/23/2019|River Bend Station 1|75
10/23/2019|Robinson 2|100
10/23/2019|Saint Lucie 1|0
10/23/2019|Saint Lucie 2|100
10/23/2019|Salem 1|100
10/23/2019|Salem 2|100
10/23/2019|Seabrook 1|100
10/23/2019|Sequoyah 1|0
10/23/2019|Sequoyah 2|100
10/23/2019|South Texas 1|100
10/23/2019|South Texas 2|0
10/23/2019|Summer|100
10/23/2019|Surry 1|0
10/23/2019|Surry 2|100
10/23/2019|Susquehanna 1|100
10/23/2019|Susquehanna 2|100
10/23/2019|Three Mile Island 1|0
10/23/2019|Turkey Point 3|100
10/23/2019|Turkey Point 4|100
10/23/2019|Vogtle 1|100
10/23/2019|Vogtle 2|100
